yang	- 35,955,302-
gado-gado	- 1,811-
kidal	- 1,747-
serah; terima	- 1,724-
apron	- 1,722-
gim	- 1,695-
cumi-cumi	- 1,688-
tulip	- 1,581-
bego	- 1,531-
kismis	- 1,490-
putar; balik	- 1,470-
cerobong	- 1,465-
pastur	- 1,452-
alfabet	- 1,432-
elevator	- 1,424-
ketel	- 1,416-
lobak	- 1,294-
sirene	- 1,284-
eskalator	- 1,277-
dadar	- 1,263-
terus; terang	- 1,076-
ketimun	- 1,071-
twit	- 1,069-
alaikum	- 1,025-
kelab	- 807-
koktail	- 742-
keset; set	- 733-
nomor; satu	- 721-
korona	- 705-
remot	- 594-
bebas; tugas	- 519-
krayon	- 428-
bagel	- 413-
pindah; tugas	- 406-
wiski	- 373-
dadah	- 356-
alih; bahasa	- 328-
sofbol	- 313-
lemah; lembut	- 130-
pecah; belah	- 125-
alih; tugas	- 110-
tata; bahasa	- 59-
keras; kepala	- 41-
ikut; campur	- --
ujar	- 834,117-
potensi	- 354,970-
praktik	- 308,322-
modal	- 304,531-
tutur	- 252,390-
panitia	- 223,900-
malang	- 223,695-
sejahtera	- 223,494-
jaksa	- 219,061-
sidik	- 218,670-
medan	- 197,814-
indeks	- 195,918-
sidang	- 193,409-
ayat	- 189,944-
pangan	- 179,011-
aspek	- 176,679-
jaya	- 175,478-
transaksi	- 169,789-
prinsip	- 165,424-
unsur	- 161,269-
perkara	- 158,769-
evaluasi	- 158,330-
komitmen	- 147,971-
indikasi	- 132,434-
budi	- 130,329-
komponen	- 123,381-
tunjang	- 120,769-
inovasi	- 119,371-
arus	- 119,133-
aset	- 118,666-
amal	- 115,318-
solo	- 114,658-
kompeten	- 114,154-
psikologi	- 113,305-
alternatif	- 112,555-
ons	- 111,600-
picu	- 110,525-
prediksi	- 107,885-
seri	- 103,812-
etika	- 103,358-
migrasi	- 103,341-
email	- 103,110-
jemaah	- 101,923-
kritik	- 101,819-
pesantren	- 101,279-
disiplin	- 101,271-
pupuk	- 100,103-
implementasi	- 98,000-
tertib	- 97,005-
rektor	- 96,658-
antisipasi	- 96,431-
konsultasi	- 96,294-
kader	- 96,121-
lestari	- 95,403-
kendala	- 94,161-
rumus	- 92,985-
tuduh	- 92,149-
simpang	- 90,966-
optimis	- 89,133-
visi	- 88,867-
sanksi	- 88,847-
cita	- 88,664-
inflasi	- 88,551-
adu	- 88,136-
fraksi	- 87,331-
waris	- 87,302-
properti	- 86,675-
tinjau	- 85,903-
tandas	- 85,615-
fenomena	- 82,912-
tanggulang	- 82,350-
audit	- 82,252-
tembus	- 80,858-
lansir	- 78,839-
orien	- 78,614-
integrasi	- 77,433-
imbau	- 77,388-
firman	- 77,047-
apresiasi	- 76,517-
birokrasi	- 75,339-
sultan	- 75,030-
ungsi	- 73,987-
kriteria	- 73,810-
imbuh	- 72,262-
tafsir	- 72,132-
pungkas	- 71,747-
elemen	- 70,221-
ane	- 69,011-
arsip	- 68,813-
zakat	- 68,064-
usung	- 67,098-
mukim	- 66,690-
roh	- 66,522-
pesat	- 65,332-
obligasi	- 65,302-
kendati	- 65,108-
taat	- 61,135-
genap	- 60,049-
rekrut	- 59,482-
benah	- 59,236-
akurat	- 58,274-
persepsi	- 58,155-
komposisi	- 58,106-
wacana	- 57,861-
biologi	- 57,546-
antusias	- 57,462-
elite	- 57,278-
saleh	- 57,143-
indra	- 56,905-
wawas	- 56,771-
instrumen	- 56,599-
otoritas	- 56,335-
sita	- 55,379-
hiv	- 55,367-
kapital	- 54,353-
madrasah	- 54,295-
ideologi	- 54,166-
kafir	- 53,866-
dimensi	- 53,855-
eksis	- 53,763-
praja	- 53,682-
anut	- 53,679-
oknum	- 53,248-
insyaallah	- 53,095-
maklum	- 52,983-
garap	- 52,900-
jenazah	- 52,622-
suluh	- 52,545-
koalisi	- 52,330-
norma	- 52,179-
performa	- 51,917-
sumpah	- 51,466-
asumsi	- 51,418-
observasi	- 50,210-
relasi	- 50,202-
makmur	- 50,102-
harmoni	- 50,078-
ekspresi	- 50,030-
klasemen	- 49,340-
tumpuk	- 49,296-
batin	- 49,214-
eksekusi	- 49,188-
canggih	- 49,002-
rintis	- 48,934-
segmen	- 48,712-
konservasi	- 48,331-
vital	- 48,150-
subur	- 47,993-
ikhlas	- 47,930-
rohani	- 47,859-
toleran	- 47,727-
tik	- 47,591-
pacu	- 47,555-
fase	- 47,412-
premium	- 47,377-
kuota	- 47,301-
kubu	- 47,112-
rekayasa	- 46,937-
gelandang	- 46,851-
hayat	- 46,539-
formula	- 46,443-
agraria	- 46,224-
aspirasi	- 46,206-
tuang	- 45,798-
sengketa	- 45,750-
pro	- 45,419-
ampun	- 45,292-
teladan	- 45,205-
umpan	- 45,153-
sandang	- 45,145-
ruas	- 44,977-
akomodasi	- 44,610-
reserse	- 44,516-
telusur	- 44,248-
sela	- 43,958-
mutlak	- 43,906-
sinergi	- 42,993-
pornografi	- 42,933-
insiden	- 42,571-
pakan	- 42,498-
cerna	- 42,427-
inisiatif	- 42,330-
brigade	- 42,303-
amin	- 42,209-
logika	- 42,066-
skrip	- 41,771-
nuansa	- 41,677-
masehi	- 41,306-
patok	- 41,053-
tesis	- 40,973-
saraf	- 40,854-
luhur	- 40,709-
terobos	- 40,317-
prospek	- 40,257-
panglima	- 40,250-
valid	- 40,203-
rasional	- 40,154-
diabetes	- 40,128-
akhirat	- 40,073-
nota	- 40,071-
absen	- 40,056-
sirkuit	- 40,013-
mayat	- 39,909-
serat	- 39,853-
vonis	- 39,832-
transformasi	- 39,819-
siksa	- 39,783-
berontak	- 39,450-
modifikasi	- 39,349-
almarhum	- 39,258-
renung	- 39,115-
hikmah	- 38,941-
ala	- 38,915-
evakuasi	- 38,899-
simak	- 38,820-
bubar	- 38,683-
juri	- 38,672-
ibarat	- 38,556-
ritual	- 38,406-
intervensi	- 38,343-
referensi	- 38,123-
konsekuensi	- 38,119-
santun	- 38,110-
momentum	- 38,083-
penis	- 38,017-
gading	- 37,931-
rukun	- 37,904-
singkir	- 37,869-
simulasi	- 37,790-
defisit	- 37,701-
adopsi	- 37,692-
vagina	- 37,571-
niaga	- 37,568-
diplomasi	- 37,561-
rentan	- 37,406-
pilar	- 37,403-
bruto	- 37,316-
beber	- 37,311-
hawa	- 37,250-
adi	- 37,234-
transmisi	- 37,229-
hilir	- 36,809-
logistik	- 36,731-
perspektif	- 36,669-
legenda	- 36,161-
wahai	- 36,058-
paripurna	- 36,005-
selang	- 35,931-
hama	- 35,929-
sisih	- 35,871-
sensor	- 35,847-
bobot	- 35,815-
sekutu	- 35,764-
goda	- 35,626-
rezim	- 35,519-
emisi	- 35,276-
integritas	- 35,128-
human	- 35,021-
ekspansi	- 34,977-
tobat	- 34,972-
modul	- 34,908-
asi	- 34,863-
takluk	- 34,743-
los	- 34,659-
renovasi	- 34,653-
delegasi	- 34,647-
kerah	- 34,571-
tender	- 34,544-
kuliner	- 34,513-
gandeng	- 34,474-
manufaktur	- 34,395-
berkah	- 34,175-
ekstrem	- 34,076-
aniaya	- 34,038-
refleksi	- 34,008-
setor	- 33,846-
titip	- 33,731-
hibah	- 33,564-
koloni	- 33,412-
tingkah	- 33,410-
tegur	- 33,162-
tajuk	- 33,135-
kondusif	- 33,052-
dahsyat	- 32,890-
argumen	- 32,744-
jihad	- 32,459-
kerabat	- 32,303-
budak	- 32,287-
fleksi	- 32,214-
metal	- 32,190-
bidan	- 32,178-
investigasi	- 32,159-
rahim	- 31,924-
ekstrak	- 31,897-
moneter	- 31,833-
kontroversi	- 31,792-
laras	- 31,751-
konversi	- 31,687-
insan	- 31,649-
radikal	- 31,570-
solar	- 31,500-
agresif	- 31,389-
ritel	- 31,361-
topang	- 31,287-
ceramah	- 31,280-
eksperimen	- 31,190-
pangkas	- 31,190-
kuala	- 30,955-
identik	- 30,786-
perwira	- 30,726-
reservasi	- 30,649-
intelijen	- 30,623-
guncang	- 30,621-
pancar	- 30,579-
netral	- 30,526-
gerai	- 30,471-
deret	- 30,458-
incar	- 30,394-
runding	- 30,384-
pesona	- 30,382-
sekunder	- 30,335-
lunas	- 30,243-
karunia	- 30,233-
genetik	- 30,220-
suguh	- 30,000-
seraya; raya	- 29,940-
klasifikasi	- 29,745-
seret	- 29,696-
galang	- 29,676-
formulir	- 29,631-
konkret	- 29,598-
angsur	- 29,524-
resah	- 29,513-
donor	- 29,467-
skema	- 29,357-
isolasi	- 29,310-
permanen	- 29,198-
kompensasi	- 29,054-
pangsa	- 29,042-
sentimen	- 28,977-
taraf	- 28,957-
bajak	- 28,941-
konseling	- 28,878-
akta	- 28,795-
ambisi	- 28,483-
wafat	- 28,306-
kolesterol	- 28,288-
kebal	- 28,276-
kaos	- 28,161-
sembarang	- 28,102-
loyal	- 27,998-
sembari	- 27,992-
kontra	- 27,847-
emban	- 27,792-
profit	- 27,722-
khalifah	- 27,704-
imbas	- 27,699-
lampir	- 27,659-
kucur	- 27,620-
saring	- 27,563-
awet	- 27,450-
keraton	- 27,422-
ironi	- 27,418-
sandar	- 27,318-
imun	- 27,236-
komprehensif	- 27,156-
proporsi	- 27,147-
fundamen	- 27,113-
alur	- 26,978-
baharu	- 26,841-
parameter	- 26,841-
bobol	- 26,821-
sakti	- 26,820-
fiskal	- 26,691-
serbu	- 26,631-
perum	- 26,618-
ranah	- 26,506-
khotbah	- 26,433-
lalai	- 26,388-
pengen	- 26,387-
martabat	- 26,294-
eksklusi	- 26,236-
fondasi	- 26,156-
gencar	- 26,146-
rakit	- 26,115-
jernih	- 26,076-
asup	- 26,064-
margin	- 26,039-
timbun	- 26,025-
honorer	- 26,012-
ukir	- 25,979-
malik	- 25,946-
asah	- 25,935-
pajang	- 25,880-
peka	- 25,796-
salib	- 25,749-
naung	- 25,697-
dealer	- 25,695-
gara-gara	- 25,653-
asrama	- 25,634-
suplai	- 25,632-
bias	- 25,608-
radiasi	- 25,597-
depresi	- 25,587-
segan	- 25,587-
tuntun	- 25,584-
perosot	- 25,405-
skenario	- 25,370-
kutuk	- 25,322-
gejolak	- 25,204-
bugar	- 25,128-
kawal	- 25,031-
sintesis	- 24,919-
implikasi	- 24,892-
tumor	- 24,792-
